rag_id,id,date,reviewerTitle,ratingValue,ratingText,reviewReply,reviewReplyType,sentimentAnalysis,satisfactoryLevel,locationId,google_review_id,thirdPartyReviewSourcesId,url,full_review_json
REV_1937000_G_AbFvOqkP,1937000,2025-02-01 18:19:35.426000+00:00,Eliza S.,3,"The food was good, we were greeted by a very sweet lady. But it took very long for someone to take our order, and then, to my disappointment, I ordered an apperol spritz, and it was served in a really tiny glass ( the smallest apperol I have ever had), with no ice. When I questioned the waitress, she said: we are out of ice, and just left. I believe the very least that could have been done was to inform me immediately when I placed the order, that the classic drink, would have no ice. In this case, I wouldn’t have ordered it. Also, the waitress left so quickly, I didn’t have a chance to return the drink. Such a shame.","Dear Eliza, we sincerely apologize for the disappointing experience with your Aperol Spritz and the service at FACTORY GIRL. We appreciate your feedback and will address these issues promptly to ensure better communication and service quality in the future.",dailyJobEmotionAI,Negative,50,93,AbFvOqkPDHDHbm8cjiZ_-p6hKdyjQPPJN_fazHqyaMc5-T31u31FhtgKcF12rBkhZdfSS0zWvsgAeA,69,,"{""date"": ""2025-02-01 18:19:35.426000+00:00"", ""google_review_id"": ""AbFvOqkPDHDHbm8cjiZ_-p6hKdyjQPPJN_fazHqyaMc5-T31u31FhtgKcF12rBkhZdfSS0zWvsgAeA"", ""id"": 1937000, ""isDraft"": false, ""ratingText"": ""The food was good, we were greeted by a very sweet lady. But it took very long for someone to take our order, and then, to my disappointment, I ordered an apperol spritz, and it was served in a really tiny glass ( the smallest apperol I have ever had), with no ice. When I questioned the waitress, she said: we are out of ice, and just left. I believe the very least that could have been done was to inform me immediately when I placed the order, that the classic drink, would have no ice. In this case, I wouldn\u2019t have ordered it. Also, the waitress left so quickly, I didn\u2019t have a chance to return the drink. Such a shame."", ""ratingValue"": 3.0, ""replyByOpenAi"": true, ""reviewReply"": ""Dear Eliza, we sincerely apologize for the disappointing experience with your Aperol Spritz and the service at FACTORY GIRL. We appreciate your feedback and will address these issues promptly to ensure better communication and service quality in the future."", ""reviewReplyType"": ""dailyJobEmotionAI"", ""reviewerTitle"": ""Eliza S."", ""url"": """", ""thirdPartyReviewSourcesId"": 69, ""locationId"": 93, ""processedByPastReplyJob"": false, ""replyFetchedByReviewAgent"": false, ""deleteReplyFailedByReviewAgent"": false, ""editReplyFailedByReviewAgent"": false, ""sentimentAnalysis"": ""Negative"", ""satisfactoryLevel"": 50.0, ""reviewStatus"": NaN, ""reviewTags"": [], ""task_id"": NaN, ""location_id"": 93, ""location_enableReviewAgent"": true, ""task"": NaN, ""reviewStatus_deleteReplyFailed"": NaN, ""reviewStatus_editReplyFailed"": NaN, ""reviewStatus_requestStatus"": NaN, ""reviewStatus_saveReplyFailed"": NaN, ""reviewStatus_sessionError"": NaN}"
REV_1937291_G_AbFvOqnD,1937291,2025-02-01 14:43:25.445000+00:00,Aditya Shete,4,"Good place, great ambience,  friendly service. Worth the visit for a friendly brunch.","Dear Aditya, we're thrilled you enjoyed your visit to FACTORY GIRL! We appreciate your kind words about our ambience and service, and we're glad you found your brunch experience friendly and worthwhile.",dailyJobEmotionAI,Positive,90,93,AbFvOqnDP6BkTlXBE9Zti9Gun4DN6QEKRSN7AiMyFigqtkJKm1C7Fpzq-5KN0N82kBqijKRY7wuUbw,69,,"{""date"": ""2025-02-01 14:43:25.445000+00:00"", ""google_review_id"": ""AbFvOqnDP6BkTlXBE9Zti9Gun4DN6QEKRSN7AiMyFigqtkJKm1C7Fpzq-5KN0N82kBqijKRY7wuUbw"", ""id"": 1937291, ""isDraft"": false, ""ratingText"": ""Good place, great ambience,  friendly service. Worth the visit for a friendly brunch."", ""ratingValue"": 4.0, ""replyByOpenAi"": true, ""reviewReply"": ""Dear Aditya, we're thrilled you enjoyed your visit to FACTORY GIRL! We appreciate your kind words about our ambience and service, and we're glad you found your brunch experience friendly and worthwhile."", ""reviewReplyType"": ""dailyJobEmotionAI"", ""reviewerTitle"": ""Aditya Shete"", ""url"": """", ""thirdPartyReviewSourcesId"": 69, ""locationId"": 93, ""processedByPastReplyJob"": false, ""replyFetchedByReviewAgent"": false, ""deleteReplyFailedByReviewAgent"": false, ""editReplyFailedByReviewAgent"": false, ""sentimentAnalysis"": ""Positive"", ""satisfactoryLevel"": 90.0, ""reviewStatus"": NaN, ""reviewTags"": [], ""task_id"": NaN, ""location_id"": 93, ""location_enableReviewAgent"": true, ""task"": NaN, ""reviewStatus_deleteReplyFailed"": NaN, ""reviewStatus_editReplyFailed"": NaN, ""reviewStatus_requestStatus"": NaN, ""reviewStatus_saveReplyFailed"": NaN, ""reviewStatus_sessionError"": NaN}"
REV_1932555_G_AbFvOqle,1932555,2025-01-29 07:44:59.675000+00:00,Gabriela Costa,5,"The food is really good, it has all the delicious things you would expect from a rich, super filling, brunch. The drinks are also all very nice too. But as a customer who returns here often, I wish they would vary the menu a bit more.","Dear Gabriela, we're thrilled to hear you enjoy our food and drinks at FACTORY GIRL. We appreciate your feedback about menu variety and will certainly take it into consideration for future updates to keep things exciting for our loyal customers like yourself.",dailyJobEmotionAI,Neutral,80,93,AbFvOqleXLOitZOZjfayEg2kI0F7X3WIPhOAHRlW1ETF1bmw5oeD2bhrdfSG7PImgKmT_dBCORWxPg,69,,"{""date"": ""2025-01-29 07:44:59.675000+00:00"", ""google_review_id"": ""AbFvOqleXLOitZOZjfayEg2kI0F7X3WIPhOAHRlW1ETF1bmw5oeD2bhrdfSG7PImgKmT_dBCORWxPg"", ""id"": 1932555, ""isDraft"": false, ""ratingText"": ""The food is really good, it has all the delicious things you would expect from a rich, super filling, brunch. The drinks are also all very nice too. But as a customer who returns here often, I wish they would vary the menu a bit more."", ""ratingValue"": 5.0, ""replyByOpenAi"": true, ""reviewReply"": ""Dear Gabriela, we're thrilled to hear you enjoy our food and drinks at FACTORY GIRL. We appreciate your feedback about menu variety and will certainly take it into consideration for future updates to keep things exciting for our loyal customers like yourself."", ""reviewReplyType"": ""dailyJobEmotionAI"", ""reviewerTitle"": ""Gabriela Costa"", ""url"": """", ""thirdPartyReviewSourcesId"": 69, ""locationId"": 93, ""processedByPastReplyJob"": false, ""replyFetchedByReviewAgent"": false, ""deleteReplyFailedByReviewAgent"": false, ""editReplyFailedByReviewAgent"": false, ""sentimentAnalysis"": ""Neutral"", ""satisfactoryLevel"": 80.0, ""reviewStatus"": NaN, ""reviewTags"": [], ""task_id"": NaN, ""location_id"": 93, ""location_enableReviewAgent"": true, ""task"": NaN, ""reviewStatus_deleteReplyFailed"": NaN, ""reviewStatus_editReplyFailed"": NaN, ""reviewStatus_requestStatus"": NaN, ""reviewStatus_saveReplyFailed"": NaN, ""reviewStatus_sessionError"": NaN}"
REV_1931597_G_AbFvOqlm,1931597,2025-01-28 15:56:57.286000+00:00,Rhy,5,"Went here just after getting off an overnight flight, desperate for a filling vegan breakfast. Was slightly worried it would be an an overpriced, hyper-trendy kind of spot - couldn't be further from reality. It brought us back to life. It's aesthetic is modern but comfortable and unique. More importantly, the food is SO GOOD and the portions are very satisfying! We kept going back for that shakshuka!! And for the very friendly, welcoming staff. Thank you, factory girl!!","Dear Rhy, we're absolutely thrilled that FACTORY GIRL exceeded your expectations and provided such a memorable experience. We're delighted our vegan breakfast and shakshuka brought you back to life after your flight, and we truly appreciate your kind words about our staff and atmosphere.",dailyJobEmotionAI,Positive,95,93,AbFvOqlmBTTn8e0XxBtiWy8tM3zdHFX9jWL_964FoAYeRlGlwALtydC0deqLjAPi-C6XqIiyEcXRHg,69,,"{""date"": ""2025-01-28 15:56:57.286000+00:00"", ""google_review_id"": ""AbFvOqlmBTTn8e0XxBtiWy8tM3zdHFX9jWL_964FoAYeRlGlwALtydC0deqLjAPi-C6XqIiyEcXRHg"", ""id"": 1931597, ""isDraft"": false, ""ratingText"": ""Went here just after getting off an overnight flight, desperate for a filling vegan breakfast. Was slightly worried it would be an an overpriced, hyper-trendy kind of spot - couldn't be further from reality. It brought us back to life. It's aesthetic is modern but comfortable and unique. More importantly, the food is SO GOOD and the portions are very satisfying! We kept going back for that shakshuka!! And for the very friendly, welcoming staff. Thank you, factory girl!!"", ""ratingValue"": 5.0, ""replyByOpenAi"": true, ""reviewReply"": ""Dear Rhy, we're absolutely thrilled that FACTORY GIRL exceeded your expectations and provided such a memorable experience. We're delighted our vegan breakfast and shakshuka brought you back to life after your flight, and we truly appreciate your kind words about our staff and atmosphere."", ""reviewReplyType"": ""dailyJobEmotionAI"", ""reviewerTitle"": ""Rhy"", ""url"": """", ""thirdPartyReviewSourcesId"": 69, ""locationId"": 93, ""processedByPastReplyJob"": false, ""replyFetchedByReviewAgent"": false, ""deleteReplyFailedByReviewAgent"": false, ""editReplyFailedByReviewAgent"": false, ""sentimentAnalysis"": ""Positive"", ""satisfactoryLevel"": 95.0, ""reviewStatus"": NaN, ""reviewTags"": [], ""task_id"": NaN, ""location_id"": 93, ""location_enableReviewAgent"": true, ""task"": NaN, ""reviewStatus_deleteReplyFailed"": NaN, ""reviewStatus_editReplyFailed"": NaN, ""reviewStatus_requestStatus"": NaN, ""reviewStatus_saveReplyFailed"": NaN, ""reviewStatus_sessionError"": NaN}"
REV_1929592_G_AbFvOqkY,1929592,2025-01-28 09:57:28.619000+00:00,Luciana Magnani,5,Sweet Potato Pancake was so delicious!,"Wonderful to hear from you, Luciana! We're thrilled that you enjoyed our Sweet Potato Pancake at FACTORY GIRL. Your five-star review means the world to us, and we can't wait to welcome you back for more delicious treats soon.",dailyJobEmotionAI,Positive,95,93,AbFvOqkYawTgpHhDItq3wfwcKjhy15JnBB8LRoS3Sd5TueQhbhjeRlNaLVIW1UApI3sm7uRcRjytzQ,69,,"{""date"": ""2025-01-28 09:57:28.619000+00:00"", ""google_review_id"": ""AbFvOqkYawTgpHhDItq3wfwcKjhy15JnBB8LRoS3Sd5TueQhbhjeRlNaLVIW1UApI3sm7uRcRjytzQ"", ""id"": 1929592, ""isDraft"": false, ""ratingText"": ""Sweet Potato Pancake was so delicious!"", ""ratingValue"": 5.0, ""replyByOpenAi"": true, ""reviewReply"": ""Wonderful to hear from you, Luciana! We're thrilled that you enjoyed our Sweet Potato Pancake at FACTORY GIRL. Your five-star review means the world to us, and we can't wait to welcome you back for more delicious treats soon."", ""reviewReplyType"": ""dailyJobEmotionAI"", ""reviewerTitle"": ""Luciana Magnani"", ""url"": """", ""thirdPartyReviewSourcesId"": 69, ""locationId"": 93, ""processedByPastReplyJob"": false, ""replyFetchedByReviewAgent"": false, ""deleteReplyFailedByReviewAgent"": false, ""editReplyFailedByReviewAgent"": false, ""sentimentAnalysis"": ""Positive"", ""satisfactoryLevel"": 95.0, ""reviewStatus"": NaN, ""reviewTags"": [], ""task_id"": NaN, ""location_id"": 93, ""location_enableReviewAgent"": true, ""task"": NaN, ""reviewStatus_deleteReplyFailed"": NaN, ""reviewStatus_editReplyFailed"": NaN, ""reviewStatus_requestStatus"": NaN, ""reviewStatus_saveReplyFailed"": NaN, ""reviewStatus_sessionError"": NaN}"
REV_1919231_G_AbFvOqnt,1919231,2025-01-24 13:16:07.981000+00:00,Maerlin Ellis Diem,5,"A gem of a brunch place!

The food is fantastic (regardless of savoury or sweet - but if you don't treat yourself to the daily flavour of coco anjela, are you even living?), the atmosphere is both cosy and cute as well as stylish without being pretentious, and the service is efficient and lovely.

Extra plus-point: Factory Girl also has some of the best music we've heard in Amsterdam when brunching, a perfectly crafted mix of lyrical, ambient and jazzy at just the right volume.

Make sure to reserve your table at least a day in advance - Factory Girl has made the excellent choice to go with a more spacious table set-up, which ensures that you don't feel crowded when salivating over the digital menu. It really contributes to the chill vibe if you have some privacy and fewer voices to talk over each other that comes with the sardine-like seating arrangements found in too many Dutch cafes.

All in all, this is a place that you'll love so much that you won't even mind getting on a 20min bike ride through a rainy, windy, below-zero-January day for, because it's really just THAT GOOD.

Needless to say, we're gonna be back. <3","Dear Maerlin, we're absolutely thrilled by your glowing review of FACTORY GIRL! Your detailed appreciation of our food, atmosphere, and service truly warms our hearts, and we're delighted that you enjoyed the music and spacious seating arrangement. We can't wait to welcome you back for more delicious brunches and cozy vibes.",dailyJobEmotionAI,Positive,95,93,AbFvOqnthVmeIvkVy0XjxXjIhW3GaFA16M_4PfO6sSuNInEjsgpgu6oq9vYmVv3iWaZiLToAPnwqRA,69,,"{""date"": ""2025-01-24 13:16:07.981000+00:00"", ""google_review_id"": ""AbFvOqnthVmeIvkVy0XjxXjIhW3GaFA16M_4PfO6sSuNInEjsgpgu6oq9vYmVv3iWaZiLToAPnwqRA"", ""id"": 1919231, ""isDraft"": false, ""ratingText"": ""A gem of a brunch place!\n\nThe food is fantastic (regardless of savoury or sweet - but if you don't treat yourself to the daily flavour of coco anjela, are you even living?), the atmosphere is both cosy and cute as well as stylish without being pretentious, and the service is efficient and lovely.\n\nExtra plus-point: Factory Girl also has some of the best music we've heard in Amsterdam when brunching, a perfectly crafted mix of lyrical, ambient and jazzy at just the right volume.\n\nMake sure to reserve your table at least a day in advance - Factory Girl has made the excellent choice to go with a more spacious table set-up, which ensures that you don't feel crowded when salivating over the digital menu. It really contributes to the chill vibe if you have some privacy and fewer voices to talk over each other that comes with the sardine-like seating arrangements found in too many Dutch cafes.\n\nAll in all, this is a place that you'll love so much that you won't even mind getting on a 20min bike ride through a rainy, windy, below-zero-January day for, because it's really just THAT GOOD.\n\nNeedless to say, we're gonna be back. <3"", ""ratingValue"": 5.0, ""replyByOpenAi"": true, ""reviewReply"": ""Dear Maerlin, we're absolutely thrilled by your glowing review of FACTORY GIRL! Your detailed appreciation of our food, atmosphere, and service truly warms our hearts, and we're delighted that you enjoyed the music and spacious seating arrangement. We can't wait to welcome you back for more delicious brunches and cozy vibes."", ""reviewReplyType"": ""dailyJobEmotionAI"", ""reviewerTitle"": ""Maerlin Ellis Diem"", ""url"": """", ""thirdPartyReviewSourcesId"": 69, ""locationId"": 93, ""processedByPastReplyJob"": false, ""replyFetchedByReviewAgent"": false, ""deleteReplyFailedByReviewAgent"": false, ""editReplyFailedByReviewAgent"": false, ""sentimentAnalysis"": ""Positive"", ""satisfactoryLevel"": 95.0, ""reviewStatus"": NaN, ""reviewTags"": [], ""task_id"": NaN, ""location_id"": 93, ""location_enableReviewAgent"": true, ""task"": NaN, ""reviewStatus_deleteReplyFailed"": NaN, ""reviewStatus_editReplyFailed"": NaN, ""reviewStatus_requestStatus"": NaN, ""reviewStatus_saveReplyFailed"": NaN, ""reviewStatus_sessionError"": NaN}"
REV_1914542_G_AbFvOqlc,1914542,2025-01-22 14:14:37.498000+00:00,John Edwards,5,"I had read great reviews about Factory Girl and I wasn’t disappointed. I was greeted by the cool, bubbly and friendly Novella. My brekkie was delicious, coffee perfect and the atmosphere laid back and chilled. The perfect way to start any day in Amsterdam. ❤️","Dear John, we're thrilled to hear about your wonderful experience at FACTORY GIRL! We're delighted that Novella's warm welcome, our delicious breakfast, perfect coffee, and relaxed atmosphere made for an ideal start to your day in Amsterdam. Thank you for taking the time to share your positive feedback, and we hope to welcome you back soon.",dailyJobEmotionAI,Positive,95,93,AbFvOqlccQCwbmMYPGZMPtmI9iS1_heN2-EdReKZlNsXwfVi3ru-064NSy4KXzlnPPmI15hjmSFeoA,69,,"{""date"": ""2025-01-22 14:14:37.498000+00:00"", ""google_review_id"": ""AbFvOqlccQCwbmMYPGZMPtmI9iS1_heN2-EdReKZlNsXwfVi3ru-064NSy4KXzlnPPmI15hjmSFeoA"", ""id"": 1914542, ""isDraft"": false, ""ratingText"": ""I had read great reviews about Factory Girl and I wasn\u2019t disappointed. I was greeted by the cool, bubbly and friendly Novella. My brekkie was delicious, coffee perfect and the atmosphere laid back and chilled. The perfect way to start any day in Amsterdam. \u2764\ufe0f"", ""ratingValue"": 5.0, ""replyByOpenAi"": true, ""reviewReply"": ""Dear John, we're thrilled to hear about your wonderful experience at FACTORY GIRL! We're delighted that Novella's warm welcome, our delicious breakfast, perfect coffee, and relaxed atmosphere made for an ideal start to your day in Amsterdam. Thank you for taking the time to share your positive feedback, and we hope to welcome you back soon."", ""reviewReplyType"": ""dailyJobEmotionAI"", ""reviewerTitle"": ""John Edwards"", ""url"": """", ""thirdPartyReviewSourcesId"": 69, ""locationId"": 93, ""processedByPastReplyJob"": false, ""replyFetchedByReviewAgent"": false, ""deleteReplyFailedByReviewAgent"": false, ""editReplyFailedByReviewAgent"": false, ""sentimentAnalysis"": ""Positive"", ""satisfactoryLevel"": 95.0, ""reviewStatus"": NaN, ""reviewTags"": [], ""task_id"": NaN, ""location_id"": 93, ""location_enableReviewAgent"": true, ""task"": NaN, ""reviewStatus_deleteReplyFailed"": NaN, ""reviewStatus_editReplyFailed"": NaN, ""reviewStatus_requestStatus"": NaN, ""reviewStatus_saveReplyFailed"": NaN, ""reviewStatus_sessionError"": NaN}"
REV_1918230_T_72,1918230,2025-01-21 19:36:50+00:00,Akın A,2,,Hi Akın! I'm sorry to hear your experience at FACTORY GIRL wasn't great. I'd love to know more about what went wrong so we can improve – feel free to drop me an email at helloamsterdam@factorygirl.net.,reviewAgent,,0,93,,72,https://merchants.ubereats.com/manager/home/5f6d5fd4-873a-418d-9e18-1475c1bda793/feedback/reviews/544c4f84-672c-4aa1-9386-1404125acaeb,"{""date"": ""2025-01-21 19:36:50+00:00"", ""google_review_id"": null, ""id"": 1918230, ""isDraft"": true, ""ratingText"": """", ""ratingValue"": 2.0, ""replyByOpenAi"": true, ""reviewReply"": ""Hi Ak\u0131n! I'm sorry to hear your experience at FACTORY GIRL wasn't great. I'd love to know more about what went wrong so we can improve \u2013 feel free to drop me an email at helloamsterdam@factorygirl.net."", ""reviewReplyType"": ""reviewAgent"", ""reviewerTitle"": ""Ak\u0131n A"", ""url"": ""https://merchants.ubereats.com/manager/home/5f6d5fd4-873a-418d-9e18-1475c1bda793/feedback/reviews/544c4f84-672c-4aa1-9386-1404125acaeb"", ""thirdPartyReviewSourcesId"": 72, ""locationId"": 93, ""processedByPastReplyJob"": false, ""replyFetchedByReviewAgent"": false, ""deleteReplyFailedByReviewAgent"": false, ""editReplyFailedByReviewAgent"": false, ""sentimentAnalysis"": null, ""satisfactoryLevel"": 0.0, ""reviewStatus"": NaN, ""reviewTags"": [], ""task_id"": NaN, ""location_id"": 93, ""location_enableReviewAgent"": true, ""task"": NaN, ""reviewStatus_deleteReplyFailed"": NaN, ""reviewStatus_editReplyFailed"": NaN, ""reviewStatus_requestStatus"": NaN, ""reviewStatus_saveReplyFailed"": NaN, ""reviewStatus_sessionError"": NaN}"
REV_1918231_T_72,1918231,2025-01-21 18:09:52+00:00,Radu C,5,,"Hi Radu! I'm thrilled you had such a fantastic experience at FACTORY GIRL. Your 5-star rating means the world to us, and I'd love to hear more about what made your visit so special if you have a moment to share.",reviewAgent,,0,93,,72,https://merchants.ubereats.com/manager/home/5f6d5fd4-873a-418d-9e18-1475c1bda793/feedback/reviews/a5ff5944-bcdc-46ee-97f9-8fe4a3bd867c,"{""date"": ""2025-01-21 18:09:52+00:00"", ""google_review_id"": null, ""id"": 1918231, ""isDraft"": false, ""ratingText"": """", ""ratingValue"": 5.0, ""replyByOpenAi"": true, ""reviewReply"": ""Hi Radu! I'm thrilled you had such a fantastic experience at FACTORY GIRL. Your 5-star rating means the world to us, and I'd love to hear more about what made your visit so special if you have a moment to share."", ""reviewReplyType"": ""reviewAgent"", ""reviewerTitle"": ""Radu C"", ""url"": ""https://merchants.ubereats.com/manager/home/5f6d5fd4-873a-418d-9e18-1475c1bda793/feedback/reviews/a5ff5944-bcdc-46ee-97f9-8fe4a3bd867c"", ""thirdPartyReviewSourcesId"": 72, ""locationId"": 93, ""processedByPastReplyJob"": false, ""replyFetchedByReviewAgent"": false, ""deleteReplyFailedByReviewAgent"": false, ""editReplyFailedByReviewAgent"": false, ""sentimentAnalysis"": null, ""satisfactoryLevel"": 0.0, ""reviewStatus"": NaN, ""reviewTags"": [], ""task_id"": NaN, ""location_id"": 93, ""location_enableReviewAgent"": true, ""task"": NaN, ""reviewStatus_deleteReplyFailed"": false, ""reviewStatus_editReplyFailed"": false, ""reviewStatus_requestStatus"": ""done"", ""reviewStatus_saveReplyFailed"": false, ""reviewStatus_sessionError"": false}"
REV_1913063_G_AbFvOqmw,1913063,2025-01-20 15:00:16.828000+00:00,Nilay ÖZEKİNCİ,5,,"Hi Nilay! I'm thrilled you had such a fantastic time at FACTORY GIRL. Your five-star rating means the world to us, and I'd love to hear more about what made your experience so special next time you visit.",dailyJobEmotionAI,,0,93,AbFvOqmw3FPz4WTF7f-tkbCfUugeOwwO43SF2OI5zC7l6cDLYq4lWrlKswmPSU8oxRfAgXoidAf_FA,69,,"{""date"": ""2025-01-20 15:00:16.828000+00:00"", ""google_review_id"": ""AbFvOqmw3FPz4WTF7f-tkbCfUugeOwwO43SF2OI5zC7l6cDLYq4lWrlKswmPSU8oxRfAgXoidAf_FA"", ""id"": 1913063, ""isDraft"": false, ""ratingText"": """", ""ratingValue"": 5.0, ""replyByOpenAi"": true, ""reviewReply"": ""Hi Nilay! I'm thrilled you had such a fantastic time at FACTORY GIRL. Your five-star rating means the world to us, and I'd love to hear more about what made your experience so special next time you visit."", ""reviewReplyType"": ""dailyJobEmotionAI"", ""reviewerTitle"": ""Nilay \u00d6ZEK\u0130NC\u0130"", ""url"": """", ""thirdPartyReviewSourcesId"": 69, ""locationId"": 93, ""processedByPastReplyJob"": false, ""replyFetchedByReviewAgent"": false, ""deleteReplyFailedByReviewAgent"": false, ""editReplyFailedByReviewAgent"": false, ""sentimentAnalysis"": null, ""satisfactoryLevel"": 0.0, ""reviewStatus"": NaN, ""reviewTags"": [], ""task_id"": NaN, ""location_id"": 93, ""location_enableReviewAgent"": true, ""task"": NaN, ""reviewStatus_deleteReplyFailed"": NaN, ""reviewStatus_editReplyFailed"": NaN, ""reviewStatus_requestStatus"": NaN, ""reviewStatus_saveReplyFailed"": NaN, ""reviewStatus_sessionError"": NaN}"
REV_1912697_G_AbFvOqkM,1912697,2025-01-20 13:05:13.290000+00:00,sha ma,5,Super nice place with good service and food. Pancake is perfect！,"Thank you, Sha, for your glowing review of FACTORY GIRL! We're thrilled you enjoyed our pancakes and experienced great service. We look forward to welcoming you back soon for more delightful meals.",dailyJobEmotionAI,Positive,95,93,AbFvOqkMFZG-cP0tEla5rk595wCnwpI-hk7HDxMXyw2uSNQOr-keGTbLx1q2kgCdQrJdy9RbZXu5LA,69,,"{""date"": ""2025-01-20 13:05:13.290000+00:00"", ""google_review_id"": ""AbFvOqkMFZG-cP0tEla5rk595wCnwpI-hk7HDxMXyw2uSNQOr-keGTbLx1q2kgCdQrJdy9RbZXu5LA"", ""id"": 1912697, ""isDraft"": false, ""ratingText"": ""Super nice place with good service and food. Pancake is perfect\uff01"", ""ratingValue"": 5.0, ""replyByOpenAi"": true, ""reviewReply"": ""Thank you, Sha, for your glowing review of FACTORY GIRL! We're thrilled you enjoyed our pancakes and experienced great service. We look forward to welcoming you back soon for more delightful meals."", ""reviewReplyType"": ""dailyJobEmotionAI"", ""reviewerTitle"": ""sha ma"", ""url"": """", ""thirdPartyReviewSourcesId"": 69, ""locationId"": 93, ""processedByPastReplyJob"": false, ""replyFetchedByReviewAgent"": false, ""deleteReplyFailedByReviewAgent"": false, ""editReplyFailedByReviewAgent"": false, ""sentimentAnalysis"": ""Positive"", ""satisfactoryLevel"": 95.0, ""reviewStatus"": NaN, ""reviewTags"": [], ""task_id"": NaN, ""location_id"": 93, ""location_enableReviewAgent"": true, ""task"": NaN, ""reviewStatus_deleteReplyFailed"": NaN, ""reviewStatus_editReplyFailed"": NaN, ""reviewStatus_requestStatus"": NaN, ""reviewStatus_saveReplyFailed"": NaN, ""reviewStatus_sessionError"": NaN}"
REV_1912698_G_AbFvOqkh,1912698,2025-01-20 12:20:38.694000+00:00,Marieke Keijsers,5,Good good great people!,"Marieke, your glowing review has brightened our day! We're thrilled to hear you had such a wonderful experience at FACTORY GIRL and appreciate your kind words about our team.",dailyJobEmotionAI,Positive,90,93,AbFvOqkhtRpOx_M6OMXDJ8cpN-xq_783ZkjPRhN0W-E7I9dB48zg-tIs7H_E8yRt914xTH_HNujWuQ,69,,"{""date"": ""2025-01-20 12:20:38.694000+00:00"", ""google_review_id"": ""AbFvOqkhtRpOx_M6OMXDJ8cpN-xq_783ZkjPRhN0W-E7I9dB48zg-tIs7H_E8yRt914xTH_HNujWuQ"", ""id"": 1912698, ""isDraft"": false, ""ratingText"": ""Good good great people!"", ""ratingValue"": 5.0, ""replyByOpenAi"": true, ""reviewReply"": ""Marieke, your glowing review has brightened our day! We're thrilled to hear you had such a wonderful experience at FACTORY GIRL and appreciate your kind words about our team."", ""reviewReplyType"": ""dailyJobEmotionAI"", ""reviewerTitle"": ""Marieke Keijsers"", ""url"": """", ""thirdPartyReviewSourcesId"": 69, ""locationId"": 93, ""processedByPastReplyJob"": false, ""replyFetchedByReviewAgent"": false, ""deleteReplyFailedByReviewAgent"": false, ""editReplyFailedByReviewAgent"": false, ""sentimentAnalysis"": ""Positive"", ""satisfactoryLevel"": 90.0, ""reviewStatus"": NaN, ""reviewTags"": [], ""task_id"": NaN, ""location_id"": 93, ""location_enableReviewAgent"": true, ""task"": NaN, ""reviewStatus_deleteReplyFailed"": NaN, ""reviewStatus_editReplyFailed"": NaN, ""reviewStatus_requestStatus"": NaN, ""reviewStatus_saveReplyFailed"": NaN, ""reviewStatus_sessionError"": NaN}"
REV_1912128_G_AbFvOql6,1912128,2025-01-19 14:18:27.342000+00:00,Alice Lunedei,5,,"Hi Alice! I'm thrilled you had such a fantastic time at FACTORY GIRL. Your five-star rating means the world to us, and I'd love to hear more about what made your experience so special next time you visit.",dailyJobEmotionAI,,0,93,AbFvOql6yrMhLd6jumK-s7iCg6x5fvLBrZYuzpwOQ6vGzPCndSUBNIxtLguwOg5atG29KF1wUt_CzA,69,,"{""date"": ""2025-01-19 14:18:27.342000+00:00"", ""google_review_id"": ""AbFvOql6yrMhLd6jumK-s7iCg6x5fvLBrZYuzpwOQ6vGzPCndSUBNIxtLguwOg5atG29KF1wUt_CzA"", ""id"": 1912128, ""isDraft"": false, ""ratingText"": """", ""ratingValue"": 5.0, ""replyByOpenAi"": true, ""reviewReply"": ""Hi Alice! I'm thrilled you had such a fantastic time at FACTORY GIRL. Your five-star rating means the world to us, and I'd love to hear more about what made your experience so special next time you visit."", ""reviewReplyType"": ""dailyJobEmotionAI"", ""reviewerTitle"": ""Alice Lunedei"", ""url"": """", ""thirdPartyReviewSourcesId"": 69, ""locationId"": 93, ""processedByPastReplyJob"": false, ""replyFetchedByReviewAgent"": false, ""deleteReplyFailedByReviewAgent"": false, ""editReplyFailedByReviewAgent"": false, ""sentimentAnalysis"": null, ""satisfactoryLevel"": 0.0, ""reviewStatus"": NaN, ""reviewTags"": [], ""task_id"": NaN, ""location_id"": 93, ""location_enableReviewAgent"": true, ""task"": NaN, ""reviewStatus_deleteReplyFailed"": NaN, ""reviewStatus_editReplyFailed"": NaN, ""reviewStatus_requestStatus"": NaN, ""reviewStatus_saveReplyFailed"": NaN, ""reviewStatus_sessionError"": NaN}"
